Table S1. Identification and collection information for all specimens submitted to BOLD in this study.,,,,
NID #,Species name,Collection location,GenBank COI Acc. #,Other GenBank Accessions associated with the specimen
N1051,Mesocriconema sp.,"USA: Quivira Wildlife Refuge, Barton County, KS",KJ788019,KY574849 (NC18S)
N1053,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788020,
N1054,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788021,KY574850 (NC18S)
N1055,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788022,
N1056,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788023,
N1057,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788024,KY574851 (NC18S)
N1058,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788025,
N1064,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788026,
N1066,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788027,
N1067,Mesocriconema sp.,"USA: Haig Point Golf Course, Beaufort County, SC",KJ787917,
N1068,Mesocriconema sp.,"USA: Haig Point Golf Course, Beaufort County, SC",KJ788062,
N1075,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section A, Lancaster County, Nebraska",KJ788028,
N1104,Mesocriconema sp.,"USA: Haig Point Golf Course, Beaufort County, SC",KJ787918,
N1105,Mesocriconema sp.,"USA: Haig Point Golf Course, Beaufort County, SC",KJ787919,
N1106,Mesocriconema sp.,"USA: Haig Point Golf Course, Beaufort County, SC",KJ787920,
N1107,Mesocriconema sp.,"USA: Haig Point Golf Course, Beaufort County, SC",KJ787921,
N1109,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section A, Lancaster County, Nebraska",KJ788029,
N1127,Mesocriconema sp.,"USA: Avoca Prairie and Oak Savanna State Natural Area, Iowa County, Wisconsin",KJ788030,
N1129,Mesocriconema sp.,"USA: Avoca Prairie and Oak Savanna State Natural Area, Iowa County, Wisconsin",KJ788031,KY574852 (NC18S)
N1142,Mesocriconema sp.,"USA: Avoca Prairie and Oak Savanna State Natural Area, Iowa County, Wisconsin",KJ788032,
N1166,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KJ788033,
N1167,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KJ788013,
N1168,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KJ788002,
N1169,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KJ788003,
N1170,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KJ788004,
N1238,Mesocriconema sp.,"USA: Bur Oak Canyon, Hitchcock County, Nebraska",KJ788034,
N1239,Mesocriconema sp.,"USA: Bur Oak Canyon, Hitchcock County, Nebraska",KJ788035,
N1240,Mesocriconema sp.,"USA: Bur Oak Canyon, Hitchcock County, Nebraska",KJ788036,
N1245,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section E, Lancaster County, Nebraska",KJ788037,
N1248,Mesocriconema sp.,"USA: Auburn University Turf Unit, Lee County, AL",KJ787922,
N1251,Mesocriconema sp.,"USA: Auburn University Turf Unit, Lee County, AL",KJ787923,
N1252,Mesocriconema sp.,"USA: Auburn University Turf Unit, Lee County, AL",KJ787924,
N1257,Mesocriconema sp.,"USA: Brookings County, SD",KJ787862,
N1258,Mesocriconema sp.,"USA: Brookings County, SD",KJ787863,
N1259,Mesocriconema sp.,"USA: Brookings County, SD",KJ787864,
N1260,Mesocriconema sp.,"USA: Brookings County, SD",KJ787865,
N1264,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section E, Lancaster County, Nebraska",KJ788038,
N1270,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788005,
N1271,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788039,
N1277,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788040,
N1278,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788006,
N1286,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section D, Lancaster County, Nebraska",KJ788041,
N1287,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section D, Lancaster County, Nebraska",KJ788042,
N1289,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788043,
N1299,Mesocriconema sp.,"USA: Lowndes County, MS",KJ787925,
N1300,Mesocriconema sp.,"USA: Lowndes County, MS",KJ787926,MF094913 (NC18S)
N1301,Mesocriconema sp.,"USA: Lowndes County, MS",KJ787927,
N1303,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788007,KY574871 (ITS1)
N1307,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section D, Lancaster County, Nebraska",KY574734,
N1308,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section D, Lancaster County, Nebraska",KY574735,
N1314,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ788044,
N1317,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section F, Lancaster County, Nebraska",KJ788045,
N1338,Mesocriconema sp.,"USA: Kalsow Prairie State Preserve, Pocahontas County, IA",KY574819,
N1342,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788046,
N1351,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788008,
N1359,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788047,
N1360,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788048,
N1370,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788049,
N1371,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788050,
N1383,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788051,
N1384,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788052,
N1388,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section B, Lancaster County, Nebraska",KJ788053, KY574853 (NC18S)
N1389,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788054,
N1390,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788055,
N1391,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788056,
N1393,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788057,
N1394,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788058,
N1400,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KY574736,
N1401,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KY574737,
N1409,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KY574738,
N1427,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KJ788059,
N1428,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section G, Lancaster County, Nebraska",KJ788060,
N1489,Mesocriconema sp.,"USA: Roy E. Larsen Sandyland Sanctuary, Hardin County, Texas",MN711113,
N1495,Mesocriconema sp.,"USA: Big Sandy Creek Unit, Big Thicket National Preserve (BITH), Polk County, Texas",KY574790,
N2091,Mesocriconema sp.,"USA: Roy E. Larsen Sandyland Sanctuary, Hardin County, Texas",MN711114,
N2284,Mesocriconema sp.,"USA: Roy E. Larsen Sandyland Sanctuary, Hardin County, Texas",KY574827,
N2337,Mesocriconema sp.,"USA: Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574791,
N2382,Mesocriconema sp.,"USA: Hickory Creek Savannah, Big Thicket National Preserve (BITH), Tyler County, Texas",KY574835,
N2501,Mesocriconema sp.,"USA: Clymer Meadows Preserve, Hunt County, TX",KY574809,
N2506,Mesocriconema sp.,"USA: Four Canyon Preserve, Ellis County, OK",KY574739,
N2511,Mesocriconema sp.,"USA: Clymer Meadows Preserve, Hunt County, Texas",KY574810,
N2517,Mesocriconema sp.,"USA: Attwater's Prairie Chicken National Wildlife Refuge, Colorado County, Texas",KY574728,KY574872 (ITS1)
N2518,Mesocriconema sp.,"USA: Attwater's Prairie Chicken National Wildlife Refuge, Colorado County, Texas",KY574729,
N2520,Mesocriconema sp.,"USA: Attwater's Prairie Chicken National Wildlife Refuge, Colorado County, Texas",KY574730,KY574876 (ITS1)
N2646,Mesocriconema sp.,"USA: Lincoln County, Nebraska",KY574740,
N2671,Mesocriconema sp.,"USA: Lincoln County, Nebraska",KY574741,
N2672,Mesocriconema sp.,"USA: Lincoln County, Nebraska",KY574742,
N2673,Mesocriconema sp.,"USA: Lincoln County, Nebraska",KY574743,
N2678,Mesocriconema sp.,"USA: Auburn University Turf Unit, Lee County, Alabama",MN711115,
N2689,Mesocriconema sp.,"USA: Auburn University Turf Unit, Lee County, Alabama",MN711116,
N2693,Mesocriconema sp.,"USA: Auburn University Turf Unit, Lee County, Alabama",MN711117,
N2695,Mesocriconema sp.,"USA: Auburn University Turf Unit, Lee County, Alabama",MN711118,
N2700,Mesocriconema sp.,"USA: Auburn University Turf Unit, Lee County, Alabama",MN711119,
N2707,Mesocriconema sp.,"USA: Appling County, GA",KY574792,
N2793,Mesocriconema sp.,"USA: Plant Science Research and Education Unit-Citra, Marion County, Florida",MN711120,
N2811,Mesocriconema sp.,"USA: Nine-Mile Prairie Adjoining Land, Between Bomb Bunkers, Lancaster County, Nebraska",KY574744,
N2813,Mesocriconema sp.,"USA: Nine-Mile Prairie Adjoining Land, Between Bomb Bunkers, Lancaster County, Nebraska",KY574745,
N2814,Mesocriconema sp.,"USA: Nine-Mile Prairie Adjoining Land, Between Bomb Bunkers, Lancaster County, Nebraska",KY574746,KY574878 (ITS1)
N2845,Mesocriconema sp.,"USA: Nine-Mile Prairie Adjoining Land, Between Bomb Bunkers, Lancaster County, Nebraska",KY574747,
N2847,Mesocriconema sp.,"USA: Nine-Mile Prairie, Section C, Lancaster County, Nebraska",KY574748,
N2898,Mesocriconema sp.,"USA: Barta Brothers Ranch, Control Plot 2, Rock County, Nebraska",KY574814,
N2899,Mesocriconema sp.,"USA: Barta Brothers Ranch, Control Plot 2, Rock County, Nebraska",KY574815,
N2900,Mesocriconema sp.,"USA: Barta Brothers Ranch, Control Plot 2, Rock County, Nebraska",MF770919,MF094944 (NC18S)
N2902,Mesocriconema sp.,"USA: Barta Brothers Ranch, Control Plot 2, Rock County, Nebraska",MF770920,MF094945 (NC18S)
N2903,Mesocriconema sp.,"USA: Barta Brothers Ranch, Control Plot 4, Rock County, Nebraska",KY574824,
N2904,Mesocriconema sp.,"USA: Barta Brothers Ranch, Control Plot 4, Rock County, Nebraska",KY574816,
N2905,Mesocriconema sp.,"USA: Barta Brothers Ranch, Control Plot 4, Rock County, Nebraska",KY574825,MF094946 (NC18S)
N2907,Mesocriconema sp.,"USA: Barta Brothers Ranch, Control Plot 4, Rock County, Nebraska",MN711121,
N2939,Mesocriconema sp.,"USA: Plover Prairie-East Unit, Lac qui Parle County, MN",KY574749,
N2940,Mesocriconema sp.,"USA: Plover Prairie-East Unit, Lac qui Parle County, MN",KY574750,
N2941,Mesocriconema sp.,"USA: Plover Prairie-East Unit, Lac qui Parle County, MN",KY574751,
N2956,Mesocriconema sp.,"USA: Hobe Sound National Wildlife Refuge, Martin County, Florida",MN711122,
N2957,Mesocriconema sp.,"USA: Hobe Sound National Wildlife Refuge, Martin County, Florida",MN711123,
N2958,Mesocriconema sp.,"USA: Hobe Sound National Wildlife Refuge, Martin County, Florida",MN711124,
N2959,Mesocriconema sp.,"USA: Hobe Sound National Wildlife Refuge, Martin County, Florida",MN711125,
N2973,Mesocriconema sp.,"USA: Red Rock Prairie Preserve-West Unit, Cottonwood County, Minnesota",KY574752,KY574854 (NC18S)
N2983,Mesocriconema sp.,"USA: Red Rock Prairie Preserve-West Unit, Cottonwood County, Minnesota",KY574753,
N2984,Mesocriconema sp.,"USA: Red Rock Prairie Preserve-West Unit, Cottonwood County, Minnesota",KY574754,
N2996,Mesocriconema sp.,"USA: Cades Cove, Great Smoky Mountains National Park (GRSM), Blount County, Tennessee",KY574719,KY574866 (ITS1)
N2999,Mesocriconema sp.,"USA: Cades Cove, Great Smoky Mountains National Park (GRSM), Blount County, Tennessee",KY574720,
N3027,Mesocriconema sp.,"USA: Red Rock Prairie Preserve-East Unit, Cottonwood County, Minnesota",KY574755,
N3028,Mesocriconema sp.,"USA: Red Rock Prairie Preserve-East Unit, Cottonwood County, Minnesota",KY574756,
N3030,Mesocriconema sp.,"USA: Red Rock Prairie Preserve-East Unit, Cottonwood County, Minnesota",KY574757,
N3059,Mesocriconema sp.,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MF770937,MF094967 (NC18S)
N3061,Mesocriconema sp.,"USA: Hayden Prairie State Preserve, Howard County, Iowa",KY574732, KY574877 (ITS1)
N3082,Mesocriconema sp.,"USA: Hayden Prairie State Preserve, Howard County, Iowa",KY574758,
N3100,Mesocriconema sp.,"USA: Hayden Prairie State Preserve, Howard County, Iowa",KY574733,
N3107,Mesocriconema sp.,"USA: Hayden Prairie State Preserve, Howard County, Iowa",MN711126,
N3114,Mesocriconema sp.,"USA: Hayden Prairie State Preserve, Howard County, Iowa",KY574759,
N3143,Mesocriconema sp.,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574760,
N3147,Mesocriconema sp.,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574761,KY574879 (ITS1)
N3160,Mesocriconema sp.,"USA: Cayler Prairie State Preserve, Dickinson County, IA",KY574820,
N3169,Mesocriconema sp.,"USA: Kellogg-Weaver Dunes Scientific and Natural Area, Wabasha County, Minnesota",KY574821,MF094974 (NC18S)
N3170,Mesocriconema sp.,"USA: Kellogg-Weaver Dunes Scientific and Natural Area, Wabasha County, Minnesota",MN711127,
N3171,Mesocriconema sp.,"USA: Kellogg-Weaver Dunes Scientific and Natural Area, Wabasha County, Minnesota",MN711128,
N3172,Mesocriconema sp.,"USA: Kellogg-Weaver Dunes Scientific and Natural Area, Wabasha County, Minnesota",MF770942,MF094975 (NC18S)
N3174,Mesocriconema sp.,"USA: Kellogg-Weaver Dunes Scientific and Natural Area, Wabasha County, Minnesota",MF770943,MF094976 (NC18S)
N3175,Mesocriconema sp.,"USA: Kellogg-Weaver Dunes Scientific and Natural Area, Wabasha County, Minnesota",KY574826,MF094977 (NC18S)
N3186,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KY574762,
N3187,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KY574833,MF094978 (NC18S)
N3188,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KY574763,KY574880 (ITS1)
N3190,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KY574721,
N3191,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KY574722,
N3242,Mesocriconema sp.,"USA: Oconaluftee, Great Smoky Mountains National Park (GRSM), Swain County, North Carolina",KY574830,
N3280,Mesocriconema sp.,"USA: Apalachicola Bluffs and Ravines Preserve, Liberty County, FL",KY574834,MF094989 (NC18S)
N3431,Mesocriconema sp.,"USA: Black Earth Prairie, Oaky Woods Wildlife Management Area, Houston County, Georgia",KY574822,MF094997 (NC18S)
N3457,Mesocriconema sp.,"USA: Black Earth Prairie, Oaky Woods Wildlife Management Area, Houston County, Georgia",KY574823,MF094999 (NC18S)
N3458,Mesocriconema sp.,"USA: Black Earth Prairie, Oaky Woods Wildlife Management Area, Houston County, Georgia",MN711129,
N3459,Mesocriconema sp.,"USA: Black Earth Prairie, Oaky Woods Wildlife Management Area, Houston County, Georgia",MN711130,
N3460,Mesocriconema sp.,"USA: Black Earth Prairie, Oaky Woods Wildlife Management Area, Houston County, Georgia",MF770949,MF095000 (NC18S)
N3461,Mesocriconema sp.,"USA: Black Earth Prairie, Oaky Woods Wildlife Management Area, Houston County, Georgia",MN711131,
N3495,Mesocriconema sp.,"USA: Wichita Mountains National Wildlife Refuge, Comanche County, Oklahoma",KY574811,
N3496,Mesocriconema sp.,"USA: Wichita Mountains National Wildlife Refuge, Comanche County, Oklahoma",KY574812,
N3622,Mesocriconema sp.,"USA: Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574793,
N3646,Mesocriconema sp.,"USA: Neches Bottom and Jack Gore Baygall Unit (NBJG), Big Thicket National Preserve (BITH), Hardin County, Texas",KY574817,MF095005 (NC18S)
N3651,Mesocriconema sp.,"USA: Neches Bottom and Jack Gore Baygall Unit (NBJG), Big Thicket National Preserve (BITH), Hardin County, Texas",MN711132,
N3657,Mesocriconema sp.,"USA: Homestead Oak, Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574794, KY574885 (ITS1)
N3660,Mesocriconema sp.,"USA: Homestead Oak, Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574795,KY574856 (NC18S-ITS1)
N3662,Mesocriconema sp.,"USA: Homestead Oak, Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574796,
N3664,Mesocriconema sp.,"USA: Homestead Oak, Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574797,
N3665,Mesocriconema sp.,"USA: Homestead Oak, Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574798,
N3819,Mesocriconema sp.,USA: Florida,MN711133,
N3844,Mesocriconema sp.,USA: Florida,KY574828,
N3944,Mesocriconema sp.,"USA: Kirby Creek Trail, Turkey Creek Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",MN711134,
N3966,Mesocriconema sp.,"USA: Pitcher Plant Trail, Turkey Creek Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",MF770953,MF095011 (NC18S)
N4003,Mesocriconema sp.,"USA: Kirby Creek Trail, Turkey Creek Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574799,
N5501,Mesocriconema sp.,"USA: Clymer Meadows Preserve, Hunt County, Texas",KY574813,KY574858 (NC18S-ITS1)
N5502,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KY574731,KY574847 (NC18S-ITS1)
N5504,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KY574723,KY574867 (ITS1)
N5505,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KY574724,KY574846 (NC18S-ITS1)
N5514,Mesocriconema sp.,"USA: Roth Prairie Natural Area Wildlife Management Area, Arkansas County, AR",KY574725,KY574868 (ITS1)
N5515,Mesocriconema sp.,"USA: Downs Prairie Natural Area, Prairie County, AR",KY574764,KY574855 (NC18S-ITS1)
N5516,Mesocriconema sp.,"USA: Downs Prairie Natural Area, Prairie County, AR",KY574765, KY574881 (ITS1)
N5517,Mesocriconema sp.,"USA: Downs Prairie Natural Area, Prairie County, AR",KY574766,KY574882 (ITS1)
N5518,Mesocriconema sp.,"USA: Downs Prairie Natural Area, Prairie County, AR",KY574767,
N5519,Mesocriconema sp.,"USA: Downs Prairie Natural Area, Prairie County, AR",KY574726, KY574869 (ITS1)
N5520,Mesocriconema sp.,"USA: Downs Prairie Natural Area, Prairie County, AR",KY574768, KY574883 (ITS1)
N5525,Mesocriconema sp.,"USA: Downs Prairie Natural Area, Prairie County, AR",KY574727,KY574870 (ITS1)
N5526,Mesocriconema sp.,"USA: Downs Prairie Natural Area, Prairie County, AR",KY574769, KY574884 (ITS1)
N5527,Mesocriconema sp.,"USA: Warren Prairie Natural Area Wildlife Management Area, Bradley County, AR",KY574807, KY574857 (NC18S-ITS1)
N5528,Mesocriconema sp.,"USA: Warren Prairie Natural Area Wildlife Management Area, Bradley County, AR",KY574808,KY574886 (ITS1)
N5540,Mesocriconema sp.,"USA: Chihuahuan Desert Research Institute, Jeff Davis County, Texas",MF770954,MF095012 (NC18S)
N5541,Mesocriconema sp.,"USA: Chihuahuan Desert Research Institute, Jeff Davis County, Texas",MN711135,
N5624,Mesocriconema sp.,"USA: Turkey Creek Unit, Big Thicket National Preserve (BITH), Tyler County, Texas",KY574800,
N5675,Mesocriconema sp.,"USA: Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574801,
N5692,Mesocriconema sp.,"USA: Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574802,
N5693,Mesocriconema sp.,"USA: Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574803,
N5695,Mesocriconema sp.,"USA: Homestead Oak, Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574804,
N5698,Mesocriconema sp.,"USA: Homestead Oak, Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574805,
N5699,Mesocriconema sp.,"USA: Homestead Oak, Lance Rosier Unit, Big Thicket National Preserve (BITH), Hardin County, Texas",KY574806,
N5735,Mesocriconema sp.,"USA: Ichetucknee Springs State Park, Columbia County, Florida",KY574836,
N5768,Mesocriconema sp.,"USA: Roosevelt National Forest, Larimer County, Colorado",KY574829,
N5933,Mesocriconema sp.,"USA: Homestead National Monument, Gage County, Nebraska",KY574770,
N5937,Mesocriconema sp.,"USA: Homestead National Monument, Gage County, Nebraska",KY574771,
N5938,Mesocriconema sp.,"USA: Homestead National Monument, Gage County, Nebraska",KY574772,
N5939,Mesocriconema sp.,"USA: Homestead National Monument, Gage County, Nebraska",KY574773,
N5940,Mesocriconema sp.,"USA: Homestead National Monument, Gage County, Nebraska",KY574774,
N5947,Mesocriconema sp.,"USA: Homestead National Monument, Gage County, Nebraska",KY574775,
N5949,Mesocriconema sp.,"USA: Homestead National Monument, Gage County, Nebraska",KY574776,
N5951,Mesocriconema sp.,"USA: Homestead National Monument, Gage County, Nebraska",KY574777,
N5952,Mesocriconema sp.,"USA: Freeman School Native Prairie, Homestead National Monument, Gage County, Nebraska",KY574778,
N5954,Mesocriconema sp.,"USA: Freeman School Native Prairie, Homestead National Monument, Gage County, Nebraska",KY574779,
N5956,Mesocriconema sp.,"USA: Freeman School Native Prairie, Homestead National Monument, Gage County, Nebraska",KY574780,
N5984,Mesocriconema sp.,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574781,
N5996,Mesocriconema sp.,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574782,
N7004,Mesocriconema sp.,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574783,
N7020,Mesocriconema sp.,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574784,
N7021,Mesocriconema sp.,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574785,
N7022,Mesocriconema sp.,"USA: Prairie Pines Nature Preserve, Lancaster County, Nebraska",KY574786,
N7029,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574787,
N7031,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574788,
N7040,Mesocriconema sp.,"USA: Spring Creek Prairie, Lancaster County, Nebraska",KY574789,
N7104,Mesocriconema sp.,"USA: Richland County, Montana",MN711136,
N7105,Mesocriconema sp.,"USA: Richland County, Montana",MN711137,
N7128,Mesocriconema sp.,"USA: Otoe County, Nebraska",MN711138,
N7129,Mesocriconema sp.,"USA: Otoe County, Nebraska",MN711139,
N7163,Mesocriconema sp.,"USA: Doña Ana County, New Mexico",MN711140,
N7164,Mesocriconema sp.,"USA: Doña Ana County, New Mexico",MN711141,
N7169,Mesocriconema sp.,"USA: Phelps County, Nebraska",MN711142,
N7170,Mesocriconema sp.,"USA: Phelps County, Nebraska",MN711143,
N7171,Mesocriconema sp.,"USA: Kearney County, Nebraska",MN711144,
N7172,Mesocriconema sp.,"USA: Kearney County, Nebraska",MN711145,
N7173,Mesocriconema sp.,"USA: Phelps County, Nebraska",MN711146,
N7182,Mesocriconema sp.,"USA: Border Lake, Crescent Lake National Wildlife Refuge, Garden County, Nebraska",MN711147,
N7183,Mesocriconema sp.,"USA: Border Lake, Crescent Lake National Wildlife Refuge, Garden County, Nebraska",MN711148,
N8450,Mesocriconema sp.,"USA: Neches Bottom and Jack Gore Baygall Unit (NBJG), Big Thicket National Preserve (BITH), Tyler County, Texas",MN711149,
N8463,Mesocriconema sp.,"USA: Neches Bottom and Jack Gore Baygall Unit (NBJG), Big Thicket National Preserve (BITH), Tyler County, Texas",MN711150,
N8471,Mesocriconema sp.,"USA: Neches Bottom and Jack Gore Baygall Unit (NBJG), Big Thicket National Preserve (BITH), Tyler County, Texas",MN711151,
N8477,Mesocriconema sp.,"USA: Neches Bottom and Jack Gore Baygall Unit (NBJG), Big Thicket National Preserve (BITH), Tyler County, Texas",MN711152,
N8976,Mesocriconema sp.,"USA: Henning Conservation Area, Glade 83, Taney County, Missouri",MN711153,
N8991,Mesocriconema sp.,"USA: Henning Conservation Area, Glade 83, Taney County, Missouri",MN711154,
N9081,Mesocriconema sp.,"USA: Henning Conservation Area, Glade 85, Taney County, Missouri",MN711155,
N9453,Mesocriconema sp.,"USA: Peck Ranch Conservation Area, Glade 24, Carter County Missouri",MN711156,
N9645,Mesocriconema sp.,"Rwanda: Northern, Cyizere",MN711157,
N9673,Mesocriconema sp.,"USA: Fremont County, Wyoming",MN711158,
P151051,Mesocriconema sp.,"Costa Rica: La Selva Biological Station, Plot 801, Heredia Province, Sarapiqui County",MN711159,FJ489537 (18S-3’)
P184010,Mesocriconema sp.,Costa Rica: La Selva Biological Station,MN711160,FJ489566 (18S-3’)
P184016,Mesocriconema sp.,Costa Rica: La Selva Biological Station,MN711161,FJ489568 (18S-3’)
P184020,Mesocriconema sp.,Costa Rica: La Selva Biological Station,MN711162,"FJ489569 (18S-3’),  HM116096 (CytB)"
P184034,Mesocriconema sp.,"Costa Rica: OTS Las Cruces Biological Station, Puntarenas Province, Coto Brus County",MN711163,FJ489573 (18S-3’)
P184035,Mesocriconema sp.,"Costa Rica: OTS Las Cruces Biological Station, Puntarenas Province, Coto Brus County",MN711164,FJ489574 (18S-3’)
N3198,Mesocriconema sphaerocephalum,"USA: Ichetucknee Springs State Park, Columbia County, Florida",MN711165,
N3199,Mesocriconema sphaerocephalum,"USA: Ichetucknee Springs State Park, Columbia County, Florida",MN711166,
N3201,Mesocriconema sphaerocephalum,"USA: Ichetucknee Springs State Park, Columbia County, Florida",MN711167,
N5926,Mesocriconema sphaerocephalum,Botswana: Mashatu Game Reserve,MN711168,
N5927,Mesocriconema sphaerocephalum,Botswana: Mashatu Game Reserve,MN711169,
N5928,Mesocriconema sphaerocephalum,Botswana: Mashatu Game Reserve,MN711170,
N7033,Mesocriconema sphaerocephalum,"USA: Spring Creek Prairie, Lancaster County, Nebraska",MN711171,
N7034,Mesocriconema sphaerocephalum,"USA: Spring Creek Prairie, Lancaster County, Nebraska",MN711172,
N7127,Mesocriconema sphaerocephalum,"USA: Henning Conservation Area, Glade 83, Taney County, Missouri",MN711173,
